,yelpid,name,image,url,latitude,longitude,address,phone,categories,transactions,rating,reviews
140,7kBAKnB0xeu68q0Ds_aiAg,Costa Blanca Bistro,https://s3-media4.fl.yelpcdn.com/bphoto/ktfCeqmcgUWJ3pPlVMqjAw/o.jpg,https://www.yelp.com/biz/costa-blanca-bistro-minneapolis?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,45.01275,-93.24786,"2416 Central Ave NE Minneapolis, MN 55418",(612) 789-9296,"['Tapas/Small Plates', 'American (New)', 'Spanish']",['delivery'],4.5,113
141,bTyYlFA1pZU9ycmYlDuyqA,Wilde Café & Spirits,https://s3-media4.fl.yelpcdn.com/bphoto/6e9J7-IyPjrsQtIkkzXy_Q/o.jpg,https://www.yelp.com/biz/wilde-caf%C3%A9-and-spirits-minneapolis?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.985692,-93.257821,"65 Main St SE Minneapolis, MN 55414",(612) 331-4544,"['Coffee & Tea', 'Breakfast & Brunch', 'American (New)']","['restaurant_reservation', 'delivery', 'pickup']",3.5,403
142,VVU19gaxLPKyzWSITKMC1Q,Wally's Falafel and Hummus,https://s3-media4.fl.yelpcdn.com/bphoto/l7XJv8cg9JWYrIksvVrudw/o.jpg,https://www.yelp.com/biz/wallys-falafel-and-hummus-minneapolis?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.9812,-93.23556,"423 14th Ave SE Minneapolis, MN 55414",(612) 746-4776,"['Middle Eastern', 'Falafel']",[],4.0,224
143,t_FhMt5J9Dc-AhkS7iOhMA,J.D. Hoyt's,https://s3-media4.fl.yelpcdn.com/bphoto/lN3Sl6Wz5tmZ7vZDYG_ytg/o.jpg,https://www.yelp.com/biz/j-d-hoyts-minneapolis-2?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.98441,-93.27306,"301 Washington Ave N Minneapolis, MN 55401",(612) 338-1560,"['Steakhouses', 'Breakfast & Brunch', 'Seafood']",['delivery'],4.0,208
144,Z_Y3BqUKbFXm0B_NkruDcQ,Barrio,https://s3-media2.fl.yelpcdn.com/bphoto/Kiy30qGLBsfBpzWPT44SHQ/o.jpg,https://www.yelp.com/biz/barrio-minneapolis?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.97407,-93.27416,"925 Nicollet Mall Minneapolis, MN 55402",(612) 333-9953,"['Mexican', 'Cocktail Bars']",['delivery'],3.5,460
145,l5BS7mKuNQDjslY1ufGfJA,Amazing Thailand,https://s3-media2.fl.yelpcdn.com/bphoto/Bgi3dSTy2rcU5slOcp414A/o.jpg,https://www.yelp.com/biz/amazing-thailand-minneapolis?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.9474286384202,-93.2987386313523,"3024 Hennepin Ave S Minneapolis, MN 55408",(612) 822-5588,['Thai'],[],3.5,463
146,MJvB5TFcFo2_cYGN0D5iTA,Pizza Luce,https://s3-media4.fl.yelpcdn.com/bphoto/oYTF2vamHutzK1J90ph7Og/o.jpg,https://www.yelp.com/biz/pizza-luce-minneapolis-13?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.96298,-93.24044,"2200 E Franklin Ave Minneapolis, MN 55404",(612) 332-2535,"['Pizza', 'Italian', 'Beer Bar']",[],4.0,233
147,WSW-5Rnm1bNSK7ezY9TzLw,Buster's on 28th,https://s3-media1.fl.yelpcdn.com/bphoto/QjSES20MoRkMZN1R4odiWw/o.jpg,https://www.yelp.com/biz/busters-on-28th-minneapolis?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.9265711,-93.2322549,"4204 28th Ave S Minneapolis, MN 55406",(612) 729-0911,"['Gastropubs', 'American (Traditional)']",['delivery'],4.0,262
148,aVFytvKzR4GnBxSzHK0EJA,Fika,https://s3-media2.fl.yelpcdn.com/bphoto/ohLlWcUsnkihbGEKFRWQDg/o.jpg,https://www.yelp.com/biz/fika-minneapolis?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.9550197701836,-93.2655572891235,"American Swedish Institute 2600 Park Ave S Minneapolis, MN 55407",(612) 871-4907,['Modern European'],[],4.5,114
149,3vL7hXyLlRkz77bvy4_LYA,Jasmine Deli,https://s3-media3.fl.yelpcdn.com/bphoto/rRCo7ATGgq5Zh7dYtWAO_w/o.jpg,https://www.yelp.com/biz/jasmine-deli-minneapolis?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.9562932291908,-93.2780600680534,"2532 Nicollet Ave Minneapolis, MN 55404",(612) 870-4700,"['Vietnamese', 'Sandwiches']","['delivery', 'pickup']",4.0,153
150,BwGXbtMu7VAVUQPMVzBNkg,Mercury Dining Room and Rail,https://s3-media3.fl.yelpcdn.com/bphoto/eEcQcDLX3M2AUYnjzqWZwg/o.jpg,https://www.yelp.com/biz/mercury-dining-room-and-rail-minneapolis-2?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.977982,-93.2692993,"505 Marquette Ave S Minneapolis, MN 55402",(612) 728-1111,"['Diners', 'Breakfast & Brunch', 'Bars']","['pickup', 'delivery']",4.0,180
151,rQdlDXb1pH2VZl9NDAYr4g,Cafe Ena,https://s3-media2.fl.yelpcdn.com/bphoto/cwesAfw8tRZ5ny1kSrqIQg/o.jpg,https://www.yelp.com/biz/cafe-ena-minneapolis-22?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.9194302,-93.2842393,"4601 Grand Ave S Minneapolis, MN 55419",(612) 824-4441,"['Latin American', 'Mexican', 'Seafood']",['delivery'],4.0,249
152,kYRikNxFskApYvPn4btqbw,Minneapolis Town Hall Brewery,https://s3-media1.fl.yelpcdn.com/bphoto/dnRBSe8n-nvk9lcWdZmabg/o.jpg,https://www.yelp.com/biz/minneapolis-town-hall-brewery-minneapolis-2?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.97339,-93.24779,"1430 Washington Ave S Minneapolis, MN 55454",(612) 339-8696,"['Pubs', 'Breweries', 'American (Traditional)']",[],4.0,305
153,t6gOJACxHQFveV1-vmEZmg,Spitz,https://s3-media3.fl.yelpcdn.com/bphoto/Ed4nI56Ozs7LnWSrOYulmA/o.jpg,https://www.yelp.com/biz/spitz-minneapolis-2?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.98914,-93.25228,"518 E Hennepin Ave Minneapolis, MN 55414",(612) 584-4922,"['Mediterranean', 'Bars']","['delivery', 'pickup']",4.0,183
154,Tc_utGSR50-MeQP1gD0g-Q,Northeast Social,https://s3-media3.fl.yelpcdn.com/bphoto/skO5CKggInx7NFY0B6lFew/o.jpg,https://www.yelp.com/biz/northeast-social-minneapolis-2?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,45.00122,-93.2617999,"359 13th Ave NE Minneapolis, MN 55413",(612) 877-8111,['American (New)'],"['restaurant_reservation', 'delivery']",4.0,278
155,JsPgSq4EfTpSdFW5WUVtcw,Lepot Chinese Hotpot,https://s3-media3.fl.yelpcdn.com/bphoto/QcuYvzhUGhIOyLbq8mjrQA/o.jpg,https://www.yelp.com/biz/lepot-chinese-hotpot-minneapolis-2?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.9817325803656,-93.235014975071,"507 14th Ave SE Minneapolis, MN 55414",(612) 886-3855,"['Chinese', 'Hot Pot']",['delivery'],4.0,147
156,DkEza4eYThvhfnj_oPBSPw,Gandhi Mahal,https://s3-media1.fl.yelpcdn.com/bphoto/ne1uMj_UpndbcCZ_j7xuXw/o.jpg,https://www.yelp.com/biz/gandhi-mahal-minneapolis?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.9479179382324,-93.2327346801758,"3009 27th Ave S Minneapolis, MN 55406",(612) 729-5222,['Indian'],['pickup'],4.0,331
157,i5wbSA8McFgLV1ERVrOn_Q,Longfellow Grill,https://s3-media2.fl.yelpcdn.com/bphoto/MvtyTPdSCIgebFK_4jQGvA/o.jpg,https://www.yelp.com/biz/longfellow-grill-minneapolis?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.948722,-93.2061658,"2990 W River Pkwy Minneapolis, MN 55406",(612) 721-2711,"['American (Traditional)', 'Breakfast & Brunch']","['pickup', 'delivery']",4.0,329
158,YMZS-m2VrbJ3zW93i6umig,Darbar India Grill,https://s3-media4.fl.yelpcdn.com/bphoto/5w_1Y6U8tQhIMpNJGqaL-g/o.jpg,https://www.yelp.com/biz/darbar-india-grill-minneapolis?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.948343,-93.2947493,"1221 W Lake St Ste 106 Minneapolis, MN 55408",(612) 822-3300,['Indian'],"['pickup', 'delivery']",4.0,272
159,0BAIDmWcSbX4SBPuvP4Iew,Kimchi Tofu House,https://s3-media4.fl.yelpcdn.com/bphoto/0teiOOXicJdEfKYEKoNO7w/o.jpg,https://www.yelp.com/biz/kimchi-tofu-house-minneapolis?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.97328,-93.226937,"307 SE Oak St Minneapolis, MN 55414",(612) 331-1112,"['Korean', 'Ramen']",['delivery'],4.0,218
160,07VKEPjS7Juf2IB4jVa-wA,Olive & Lamb,https://s3-media4.fl.yelpcdn.com/bphoto/JHnp5HfP6eKSlO4QJ7FDoQ/o.jpg,https://www.yelp.com/biz/olive-and-lamb-minneapolis?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,45.012975,-93.263755,"2424 University Ave NE Minneapolis, MN 55418",,"['Mediterranean', 'Persian/Iranian']",[],4.5,82
161,eAbwnD7c_Uz5sAbhqYYPsQ,Seed Cafe,https://s3-media3.fl.yelpcdn.com/bphoto/tHjlLpuE1o4wPKRUQnMa2A/o.jpg,https://www.yelp.com/biz/seed-cafe-minneapolis-2?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.9490399,-93.32128,"3252 W Lake St Ste B Minneapolis, MN 55416",(612) 345-7265,"['Vegan', 'Gluten-Free']",['delivery'],4.5,65
162,5hjJEdnSzF_K25Uy-OWLVQ,Guavas Cuban Cafe,https://s3-media1.fl.yelpcdn.com/bphoto/C2ZQO-CtuDxEuIH__9iYjA/o.jpg,https://www.yelp.com/biz/guavas-cuban-cafe-minneapolis-2?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.9012719,-93.2623526,"5607 Chicago Ave Minneapolis, MN 55417",(612) 824-0951,"['Cuban', 'Breakfast & Brunch', 'Beer, Wine & Spirits']",['delivery'],4.5,125
163,zIofRYBS1e5rZLXaAEJACQ,Aster Cafe,https://s3-media1.fl.yelpcdn.com/bphoto/KGH-AaV5inKHT7lQCbIb2w/o.jpg,https://www.yelp.com/biz/aster-cafe-minneapolis-3?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.9846149557524,-93.2550563269837,"125 SE Main St Minneapolis, MN 55414",(612) 379-3138,"['American (New)', 'Bars', 'Venues & Event Spaces']",['delivery'],3.5,351
164,OGHbFg4HzRcFQW0nH_SWjQ,Pho Tau Bay,https://s3-media3.fl.yelpcdn.com/bphoto/OWl7Uf1k-mpst3urUP8R1Q/o.jpg,https://www.yelp.com/biz/pho-tau-bay-minneapolis?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.9507294,-93.2775269,"2837 Nicollet Ave Minneapolis, MN 55408",(612) 874-6030,['Vietnamese'],['delivery'],4.0,221
165,TRO6Pw202TOrkaxO64sx0Q,Blue Door Pub Longfellow,https://s3-media3.fl.yelpcdn.com/bphoto/-rl8CtR4q8t10zblE0TEmw/o.jpg,https://www.yelp.com/biz/blue-door-pub-longfellow-minneapolis-2?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.93979,-93.21313,"3448 42nd Ave S Minneapolis, MN 55406",(612) 315-2470,"['Burgers', 'Pubs', 'American (Traditional)']","['delivery', 'pickup']",4.0,340
166,UC0KkDTAZYgk-NivNjsN0A,Ichiddo Ramen,https://s3-media1.fl.yelpcdn.com/bphoto/EaV0peIEjnq22vl2JY7pHQ/o.jpg,https://www.yelp.com/biz/ichiddo-ramen-minneapolis?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.9533206,-93.2784367,"2710 Nicollet Ave S Minneapolis, MN 55408",(612) 345-5832,['Ramen'],"['pickup', 'delivery']",4.0,241
167,-WcvL9Q0fJzT0z_3JotWMA,St Genevieve,https://s3-media4.fl.yelpcdn.com/bphoto/ZBxbQYk3j7zEbSrJbYhTkg/o.jpg,https://www.yelp.com/biz/st-genevieve-minneapolis-2?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.9121172,-93.2906551,"5003 Bryant Ave S Minneapolis, MN 55419",(612) 353-4843,"['French', 'Bars']",['delivery'],4.0,255
168,p13IKfqqRykrLhIaBBX0Ig,Waffle Bar,https://s3-media2.fl.yelpcdn.com/bphoto/ganaxLim7ojcP74fFniaOQ/o.jpg,https://www.yelp.com/biz/waffle-bar-minneapolis?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.9527015,-93.2882666,"2758 Lyndale Ave S Minneapolis, MN 55408",(612) 353-4524,"['Waffles', 'Bubble Tea', 'Ice Cream & Frozen Yogurt']",['delivery'],4.0,155
169,rurrg4cVCr7ciCPEYMLuIA,Punch Neapolitan Pizza - Stadium Village,https://s3-media4.fl.yelpcdn.com/bphoto/AHfm_mzfQWj6IS16njHGxw/o.jpg,https://www.yelp.com/biz/punch-neapolitan-pizza-stadium-village-minneapolis-2?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.9736018,-93.2268074,"802 Washington Ave SE Minneapolis, MN 55414",(612) 331-3122,"['Pizza', 'Italian', 'Salad']",['delivery'],4.5,115
170,BXLExPNh3aIVdJ_4MTCjBA,Pagoda,https://s3-media2.fl.yelpcdn.com/bphoto/-s1tz6-nWBHcEs4p6gJ6Bw/o.jpg,https://www.yelp.com/biz/pagoda-minneapolis-5?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.9803675,-93.2347689,"1417 4th St SE Minneapolis, MN 55414",(612) 378-4710,"['Dim Sum', 'Hot Pot', 'Szechuan']","['pickup', 'delivery']",3.5,411
171,X-mm564efSYmvM-9P4mn1w,Kado No Mise,https://s3-media3.fl.yelpcdn.com/bphoto/2cjkii_ki5fhH4S3qjEVmw/o.jpg,https://www.yelp.com/biz/kado-no-mise-minneapolis?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.98461797,-93.26751935,"33 N 1st Ave Minneapolis, MN 55401",(612) 338-1515,"['Sushi Bars', 'Japanese', 'Cocktail Bars']",['delivery'],4.0,192
172,ZG1ZbICdPosZQJoIAsvsug,The Cove,https://s3-media2.fl.yelpcdn.com/bphoto/Way0S1B06Snm7QaqkuZl-g/o.jpg,https://www.yelp.com/biz/the-cove-minneapolis?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.98139,-93.23572,"1320 5th St SE Minneapolis, MN 55414",(612) 236-4628,"['Poke', 'Asian Fusion']","['pickup', 'delivery']",4.0,140
173,4oSKKgr78ZYAAJl-ySYTrQ,Jax Café,https://s3-media3.fl.yelpcdn.com/bphoto/SKlZgtKgHeryEobSiZV50w/o.jpg,https://www.yelp.com/biz/jax-caf%C3%A9-minneapolis-2?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,45.00834,-93.26352,"1928 University Ave NE Minneapolis, MN 55418",(612) 789-7297,"['Steakhouses', 'Breakfast & Brunch', 'Seafood']",['delivery'],4.0,276
174,wRg8MpjiM2UhQ1dNn9pcWQ,Taqueria Los Ocampo - Chicago & Lake,https://s3-media2.fl.yelpcdn.com/bphoto/zqzbiVh8iUy96eEV2J5DyA/o.jpg,https://www.yelp.com/biz/taqueria-los-ocampo-chicago-and-lake-minneapolis?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.9481,-93.26227,"809 E Lake St Minneapolis, MN 55407",(612) 825-4978,"['Mexican', 'Desserts']",[],4.0,183
175,lnBW3PF5l90mpPwYO74h7w,Bryant Lake Bowl,https://s3-media2.fl.yelpcdn.com/bphoto/lMIR6rV5zs9kzZ0EMBTVMw/o.jpg,https://www.yelp.com/biz/bryant-lake-bowl-minneapolis-2?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.9484814938579,-93.2901369077954,"810 W Lake St Minneapolis, MN 55408",(612) 825-3737,"['Bowling', 'American (New)', 'Bars']",[],3.5,321
176,VqQ2pFi9gBdOPCYmdn5nvw,The Sonder Shaker,https://s3-media1.fl.yelpcdn.com/bphoto/qUNvdBz7xnqsrVsNidl9LA/o.jpg,https://www.yelp.com/biz/the-sonder-shaker-minneapolis-3?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.9871562,-93.2583503,"130 E Hennepin Ave Minneapolis, MN 55414",(612) 353-6557,"['American (New)', 'Cocktail Bars', 'Tapas/Small Plates']",[],4.0,142
177,3gvxjCwht6zSvLuf_bU09Q,Fat Lorenzo's,https://s3-media1.fl.yelpcdn.com/bphoto/NXlMlkUBH2YN32lI34cLlg/o.jpg,https://www.yelp.com/biz/fat-lorenzos-minneapolis?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.9008511,-93.2477544,"5600 Cedar Ave S Minneapolis, MN 55417",(612) 822-2040,"['Pizza', 'Italian']",['pickup'],4.0,300
178,_NNDqkAE_I37bbnZBIzh3w,Namaste Café,https://s3-media4.fl.yelpcdn.com/bphoto/e0uqz6sXI0tYgdR0p6TPxg/o.jpg,https://www.yelp.com/biz/namaste-caf%C3%A9-minneapolis-3?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.9569,-93.29624,"2512 Hennepin Ave Minneapolis, MN 55405",(612) 827-2496,"['Indian', 'Himalayan/Nepalese']","['pickup', 'delivery']",3.5,290
179,PMjS76Jz4REX9r6DEOamZw,Khao Hom Thai,https://s3-media4.fl.yelpcdn.com/bphoto/EW9K_pl9t65DVwt3b8uvJw/o.jpg,https://www.yelp.com/biz/khao-hom-thai-minneapolis?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,45.012627,-93.246936,"2411 Central Ave NE Minneapolis, MN 55418",(612) 788-4000,['Thai'],"['delivery', 'pickup']",4.0,273
180,iGo01Hhq-Wk4pZuFdV4ErA,Keefer Court Bakery & Café,https://s3-media2.fl.yelpcdn.com/bphoto/dqj8EWNiYjaMJbAqBqQUjg/o.jpg,https://www.yelp.com/biz/keefer-court-bakery-and-caf%C3%A9-minneapolis-2?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.9705772399902,-93.2475814819336,"326 Cedar Ave S Minneapolis, MN 55454",(612) 340-0937,"['Bakeries', 'Chinese']",['delivery'],4.0,178
181,QwIav0EyricSiDRHu_OWrg,Football Pizza,https://s3-media3.fl.yelpcdn.com/bphoto/fcEAqzqrOAFoM0uJwS0dow/o.jpg,https://www.yelp.com/biz/football-pizza-minneapolis-2?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,45.0120728,-93.2471506,"2339 Central Ave NE Minneapolis, MN 55418",(612) 782-0169,"['Pizza', 'Venues & Event Spaces', 'Caterers']",['delivery'],4.0,161
182,y8_Dl4yqXci08LcsHnFPgA,Moose & Sadie's,https://s3-media2.fl.yelpcdn.com/bphoto/rmWpNGiN1Ixw8UB5J6f3qA/o.jpg,https://www.yelp.com/biz/moose-and-sadies-minneapolis?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.98533,-93.2723199,"212 3rd Ave N Ste 107 Minneapolis, MN 55401",(612) 371-0464,"['Coffee & Tea', 'Breakfast & Brunch']",['delivery'],4.0,211
183,okrikJN73br3ZSE3pCnNXw,May Day Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/8Nzcq77D38CecNEFskgNdA/o.jpg,https://www.yelp.com/biz/may-day-cafe-minneapolis-3?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.93987,-93.25281,"3440 Bloomington Ave Minneapolis, MN 55407",(612) 729-5627,"['Breakfast & Brunch', 'Vegan', 'Coffee & Tea']",['delivery'],4.5,135
184,IuEyqqn_YSTrMURpJSJcIA,Fig + Farro,https://s3-media3.fl.yelpcdn.com/bphoto/w5L4QQZ3KUcGPfu39MFujg/o.jpg,https://www.yelp.com/biz/fig-farro-minneapolis?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.948181,-93.297889,"3001 Hennepin Ave S Minneapolis, MN 55408",(612) 208-0609,"['Vegan', 'Comfort Food', 'Gluten-Free']",['delivery'],4.0,277
185,beiLfLG1Y0sAxhXZoqok8A,Zakia Deli,https://s3-media2.fl.yelpcdn.com/bphoto/hnGTYsr8x3Mx8OC6TkMjng/o.jpg,https://www.yelp.com/biz/zakia-deli-minneapolis?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.99478,-93.22637,"2412 Kennedy St NE Minneapolis, MN 55413",(612) 379-0288,"['Mediterranean', 'Lebanese']","['delivery', 'pickup']",4.5,119
186,GwXxeMEQAFbu1HXowumfXg,Broders Cucina Italiana,https://s3-media2.fl.yelpcdn.com/bphoto/SqmYktxYeIFYCydyL5uVAw/o.jpg,https://www.yelp.com/biz/broders-cucina-italiana-minneapolis?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.9126091,-93.3090591,"2308 W 50th St Minneapolis, MN 55410",(612) 925-3113,['Italian'],"['pickup', 'delivery']",4.0,156
187,oCOgPe97EPeXQRb8x_vkYw,Dakota,https://s3-media3.fl.yelpcdn.com/bphoto/-Fepiy7ilLbfDhYIISptRw/o.jpg,https://www.yelp.com/biz/dakota-minneapolis?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.97383422,-93.27541825,"1010 Nicollet Mall Minneapolis, MN 55403",(612) 332-1010,"['Jazz & Blues', 'American (New)', 'Music Venues']",['delivery'],4.0,231
188,_vYb1T999TNxcpAt_R3HFw,Merlins Rest Pub,https://s3-media1.fl.yelpcdn.com/bphoto/dNioVneYwj6Mlrh8QfRXkw/o.jpg,https://www.yelp.com/biz/merlins-rest-pub-minneapolis?adjust_creative=P1RJNSLd83EWzgeA0sG62A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=P1RJNSLd83EWzgeA0sG62A,44.9480623,-93.2202283,"3601 E Lake St Minneapolis, MN 55406",(612) 216-2419,"['Irish Pub', 'British', 'Burgers']",['pickup'],4.0,197
