,googleplacesid,name,latitude,longitude,address,rating,reviews,price,icon,photos
200,ChIJKf8Wj1cts1IRdpFl0XrAPg8,Maria's Cafe,44.96250000000001,-93.25751319999999,"1113 E Franklin Ave, Minneapolis, MN 55404, United States",4.4,732,1,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/112692952948486319761"">greg stillings</a>']]"
201,ChIJzf8SBhkzs1IR42Wbp5z166c,Cuppa Java,44.973487,-93.3084885,"400 Penn Ave S, Minneapolis, MN 55405, United States",4.7,520,1,https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,"[['<a href=""https://maps.google.com/maps/contrib/108604528070735769318"">Thomas Bohmbach, Jr.</a>']]"
202,ChIJlRClURcn9ocR_g3oE-MZDM0,The Zumbro Cafe,44.9245495,-93.3150708,"2803 W 43rd St, Minneapolis, MN 55410, United States",4.7,226,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/100016433756303221314"">Zumbro Cafe</a>']]"
203,ChIJHVW0Rpcts1IR3cQrxaJH8xY,Ideal Diner,45.001566,-93.247553,"1314 Central Ave NE, Minneapolis, MN 55413, United States",4.7,851,1,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/104416728349759005499"">PJ Johnson</a>']]"
204,ChIJSThxTRcn9ocRXqRANDTAxMI,The Harriet Brasserie,44.9246384,-93.3139114,"2724 W 43rd St, Minneapolis, MN 55410, United States",4.6,238,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/117760686190708142144"">The Harriet Brasserie</a>']]"
205,ChIJXcReboUys1IRjlOj6ldP070,Runyon's,44.9830013,-93.2707061,"107 N Washington Ave, Minneapolis, MN 55401, United States",4.4,643,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/109181955720766176132"">Runyon&#39;s</a>']]"
206,ChIJ5edqYJYys1IR4Qs1AHmx7rU,The News Room,44.9741923,-93.2747754,"990 Nicollet Mall, Minneapolis, MN 55403, United States",4.2,1193,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/104264609266072234388"">Ebrahim Bandookwala</a>']]"
207,ChIJKReefAYts1IR4wPZE8Fotzc,Blue Door Pub — University,44.987642,-93.22971179999999,"1514 Como Ave SE, Minneapolis, MN 55414, United States",4.5,1295,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/109360987666994027027"">Blue Door Pub</a>']]"
208,ChIJgZOo1vwm9ocRwvwPh49lpyI,TERZO,44.9122274,-93.3084045,"2221 W 50th St, Minneapolis, MN 55419, United States",4.6,234,3,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/100892697787943258821"">TERZO</a>']]"
209,ChIJVUyL9I8n9ocRdUQiHwSrfBg,Pizza Lucé Uptown,44.9445074,-93.28871509999999,"3200 Lyndale Ave S, Minneapolis, MN 55408, United States",4.5,1218,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/112431792607568144439"">DJ PINT</a>']]"
210,ChIJdz9uvJYn9ocRBRrmokpqzqI,Butter Bakery Cafe,44.935704,-93.278207,"3700 Nicollet Ave, Minneapolis, MN 55409, United States",4.5,441,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/102609258258953681166"">Butter Bakery Cafe</a>']]"
211,ChIJD1iEd-Qo9ocRRcFCtFb5OMY,Berry Sweet Kitchen,44.905066,-93.223078,"5406 S 34th Ave, Minneapolis, MN 55417, United States",4.5,552,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/111084430998651066886"">Ryan Robinson</a>']]"
212,ChIJZ4DrDpQys1IRkIRoy-3YjGg,Mercy Bar & Dining Room,44.9760722,-93.2769768,"901 Hennepin Ave, Minneapolis, MN 55403, United States",4.4,445,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/107417892129818199214"">Mercy Dining Room &amp; Bar</a>']]"
213,ChIJ5-gS_Jkys1IRgn54nkeEZlo,Vellee Deli,44.975914,-93.270344,"109 S 7th St #263, Minneapolis, MN 55402, United States",4.6,235,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/111388212271973596729"">Kashi Yoshikawa</a>']]"
214,ChIJa5MvHAQo9ocRwz8VLNPvBnY,Manny's Tortas,44.9486757,-93.26074109999999,"920 E Lake St #125, Minneapolis, MN 55407, United States",4.7,74,1,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/108190339677752396804"">Alex Hatzenbuhler</a>']]"
215,ChIJTUSoczgm9ocRyyY0mR533Lk,Wise Acre Eatery,44.9050032,-93.2776485,"5401 Nicollet Ave, Minneapolis, MN 55419, United States",4.4,649,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/111466986107557551117"">Wise Acre Eatery</a>']]"
216,ChIJrbRDuy8n9ocREOxr0X9e4Js,Tenka Ramen,44.9484831,-93.2973224,"1404 W Lake St, Minneapolis, MN 55408, United States",4.6,264,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/102581184915266887470"">A Google User</a>']]"
217,ChIJMwMprTgts1IRfqqgfasVNqI,MOMO Sushi,45.00735299999999,-93.2469728,"1839 Central Ave NE, Minneapolis, MN 55418, United States",4.8,322,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/105095941455610435318"">Sonam Nyorie</a>']]"
218,ChIJybTlyYgn9ocRjSTnYVTNtD0,Fuji Ya,44.948648,-93.28730000000002,"600 W Lake St, Minneapolis, MN 55408, United States",4.4,526,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/113014829075183998260"">Fuji Ya</a>']]"
219,ChIJuYJNUCsm9ocRZf1o2r9DYvY,Town Hall Tap,44.915762,-93.262925,"4810 Chicago Ave, Minneapolis, MN 55417, United States",4.5,535,2,https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,"[['<a href=""https://maps.google.com/maps/contrib/115205619090677253241"">Town Hall Tap .</a>']]"
220,ChIJWzQMsBgts1IR2HqBkHlWwVI,Raising Cane's Chicken Fingers,44.97375599999999,-93.2258411,"825 Washington Ave SE #103, Minneapolis, MN 55414, United States",4.5,1412,1,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/113752143036328792956"">Cynthia Durant</a>']]"
221,ChIJAWe7p0Mts1IRog3IA8d7kTk,Wienery,44.969612,-93.247503,"414 Cedar Ave South, Minneapolis, MN 55454, United States",4.5,205,1,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/114050298896485418948"">Robert Poulin</a>']]"
222,ChIJSTeQjogn9ocRdOafXteUwms,Lago Tacos Lyn-Lake,44.95,-93.28777780000001,"2901 Lyndale Ave S, Minneapolis, MN 55408, United States",4.2,816,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/113439320403520610841"">Lago Tacos</a>']]"
223,ChIJ98y8rRgts1IRhJ7pYYGM32g,Hong Kong Noodle,44.9737385,-93.225506,"901 SE Washington Ave, Minneapolis, MN 55414, United States",4,665,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/112194892469353544038"">Zach Norman</a>']]"
224,ChIJjbG5mLszs1IRxWpT6ZVC9rs,P.S. Steak,44.9671955,-93.2873068,"510 Groveland Ave, Minneapolis, MN 55403, United States",4.8,245,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/107246958783635281297"">Darcy Fastner</a>']]"
225,ChIJN4sCE-0ys1IRoWaIOrrh1xg,Parallel,44.9796737,-93.28417639999999,"145 Holden St N, Minneapolis, MN 55405, United States",4.6,204,2,https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,"[['<a href=""https://maps.google.com/maps/contrib/111637147652104622677"">Nick Manty</a>']]"
226,ChIJjQ2yWLQys1IRCCDjDxpF1gw,Jasmine 26 Restaurant and Bar,44.9557,-93.2775111,"8 E 26th St, Minneapolis, MN 55404, United States",4.6,243,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/103792127978625226742"">John O&#39;Sullivan</a>']]"
227,ChIJabo6_5Qts1IRdZnHq6cZrBE,The Mill Northeast,45.0077306,-93.2471139,"1851 Central Ave NE, Minneapolis, MN 55418, United States",4.5,795,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/116019142133569015288"">A Google User</a>']]"
228,ChIJS7C_Uboys1IRaHTNTlSvZ-k,Boiler Room Coffee,44.9644262,-93.2729289,"1830 3rd Ave S, Minneapolis, MN 55404, United States",4.5,317,1,https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,"[['<a href=""https://maps.google.com/maps/contrib/112134274401384484987"">Chang Bullock</a>']]"
229,ChIJEdpJz9ots1IRGM2o0l7ffTM,The Coffee Shop NE,45.020087,-93.237211,"2852A Johnson St NE, Minneapolis, MN 55418, United States",4.7,584,1,https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,"[['<a href=""https://maps.google.com/maps/contrib/103423768387039170547"">the Coffeeshop NE</a>']]"
230,ChIJdUFpxPUts1IR516taNFpA7A,Stanley's Northeast Bar Room,45.0133333,-93.263275,"2500 University Ave NE, Minneapolis, MN 55418, United States",4.5,1861,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/111155938411705672566"">Stanley&#39;s Northeast Bar Room</a>']]"
231,ChIJjR_W_fMn9ocRwoo7Tu0cdJY,Taqueria la Hacienda,44.9487424,-93.2707768,"334 E Lake St #101, Minneapolis, MN 55408, United States",4.2,1232,1,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/107343810092282998300"">Taqueria la Hacienda</a>']]"
232,ChIJQ0QDk4Uzs1IReB5O7Li6X9Y,Spyhouse Coffee,44.97828,-93.26700470000002,"215 S 4th St, Minneapolis, MN 55401, United States",4.8,132,1,https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,"[['<a href=""https://maps.google.com/maps/contrib/102935707302830364039"">Garrio Harrison</a>']]"
233,ChIJX4MXMokys1IRzjQlfPDt8jE,Cuzzy's Grill & Bar,44.9861979,-93.2751966,"507 N Washington Ave, Minneapolis, MN 55401, United States",4.5,577,1,https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,"[['<a href=""https://maps.google.com/maps/contrib/114291632786161150081"">Heather Anderson</a>']]"
234,ChIJFybIspsys1IRZjyk65bTxN8,Bep Eatery,44.97835,-93.268719,"100 S 5th St #210, Minneapolis, MN 55402, United States",4.5,205,1,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/116048235671723900293"">Bếp Eatery</a>']]"
235,ChIJT65Dt0Mts1IR5TRQcJo9qrY,Dilla Ethiopian restaurant,44.9697,-93.2465,"1813 Riverside Ave, Minneapolis, MN 55454, United States",4.3,629,1,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/105127705465576125306"">Michael Clayville</a>']]"
236,ChIJU4x2-U8m9ocRoecIxnixli8,Prima,44.9059192,-93.2881281,"5325 Lyndale Ave S, Minneapolis, MN 55419, United States",4.7,292,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/114255731375103247004"">Prima</a>']]"
237,ChIJAdCxly4o9ocR03OZCTqfGJA,Sonora Grill,44.9485963,-93.2240138,"3300 E Lake St, Minneapolis, MN 55406, United States",4.5,761,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/106847172403371312878"">Shane Oborn</a>']]"
238,ChIJ0wJU0Ygys1IRjWSnG9DWNes,CRISP & GREEN,44.9861519,-93.27435969999999,"428 N Washington Ave, Minneapolis, MN 55401, United States",4.7,384,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/110900324552804109570"">CRISP &amp; GREEN</a>']]"
239,ChIJqYmRqewn9ocRxCZompgPsCs,Pat's Tap,44.9392258,-93.278176,"3510 Nicollet Ave, Minneapolis, MN 55408, United States",4.3,813,2,https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,"[['<a href=""https://maps.google.com/maps/contrib/109799763804905195603"">Pat&#39;s Tap</a>']]"
240,ChIJi6dABfwo9ocR5p6kAM2azjA,Sassy Spoon,44.9121495,-93.2227103,"5011 S 34th Ave, Minneapolis, MN 55417, United States",4.7,385,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/111093772938842977457"">Matthew Lietzke</a>']]"
241,ChIJFyXPqdo0s1IRMlTOwl7h9PI,Ariana Kabob & Gyro Bistro,44.9592756,-93.37035519999999,"7115 Cedar Lake Rd, St Louis Park, MN 55426, United States",4.7,560,1,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/108528026385332178604"">Glenn Oller</a>']]"
242,ChIJX3kmMYkys1IRH2Jyz0NryHY,NOLO's Kitchen & Bar,44.9862214,-93.2756116,"515 N Washington Ave #100, Minneapolis, MN 55401, United States",4.4,564,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/100726915532117426719"">B Johnson Photos Brenda Johnson</a>']]"
243,ChIJhWddgtoys1IR-58mn5Cq3lw,Liquor Lyle's,44.962066,-93.29165379999999,"2021 Hennepin Ave, Minneapolis, MN 55405, United States",4.3,534,1,https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,"[['<a href=""https://maps.google.com/maps/contrib/114786942971781641615"">Brian Waters</a>']]"
244,ChIJPeATHIgts1IRqrDquFEOkj0,Erté & The Peacock Lounge,45.0010822,-93.26330440000001,"323 13th Ave NE, Minneapolis, MN 55413, United States",4.3,276,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/110364750206874106884"">rod mason</a>']]"
245,ChIJG2KV3Uoo9ocRft-HxftqSg8,Fireroast Coffee and Wine,44.9340943,-93.21936459999999,"3800 37th Ave S, Minneapolis, MN 55406, United States",4.5,393,1,https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,"[['<a href=""https://maps.google.com/maps/contrib/103617189594268437165"">A Google User</a>']]"
246,ChIJh93gjB8ts1IRTDjMNEfiUNA,Tea House Chinese Restaurant,44.9738222,-93.22143059999999,"2425 University Ave SE, Minneapolis, MN 55414, United States",4.3,777,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/110871900300907737662"">Tea House Chinese Restaurant</a>']]"
247,ChIJGZ4G0_0n9ocRj2V3m6X9pLc,Safari Express,44.9489054,-93.2609208,"920 E Lake St # 134, Minneapolis, MN 55407, United States",4.3,63,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/112615817510047675692"">Don MacLeod</a>']]"
248,ChIJCVohmTAzs1IR3MwvYmPs0WY,Fairgrounds Coffee & Tea,44.9857385,-93.2710034,"120 3rd Ave N, Minneapolis, MN 55401, United States",4.4,208,2,https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,"[['<a href=""https://maps.google.com/maps/contrib/117131264460588390968"">Grant Herman</a>']]"
249,ChIJx-4_mZEys1IRDQmBexlV4to,Cosmos Restaurant,44.9788552,-93.27485639999999,"601 N 1st Ave, Minneapolis, MN 55403, United States",4,45,3,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/111179819549088358145"">Bobby Khan</a>']]"
250,ChIJIw_y7BEts1IR4Vwy-fBtmPs,Tasty Pot,44.9812238,-93.2355903,"423 14th Ave SE, Minneapolis, MN 55414, United States",4.3,297,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/110515662400266866557"">Trâm Trâm</a>']]"
251,ChIJHTT2-WYts1IRyyCjHEgmZqw,Northern Coffeeworks,44.9753853,-93.2535692,"1027 S Washington Ave, Minneapolis, MN 55415, United States",4.6,299,2,https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,"[['<a href=""https://maps.google.com/maps/contrib/114798043394355712292"">A Google User</a>']]"
252,ChIJcaR0ipoys1IRKoqD5axAi0Y,HopCat,44.9787672,-93.26971189999999,"435 Nicollet Mall, Minneapolis, MN 55401, United States",4.3,1084,2,https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,"[['<a href=""https://maps.google.com/maps/contrib/115928014349837998361"">A Google User</a>']]"
253,ChIJa-YBuoEn9ocRW2boypAPIrA,Origami Restaurant,44.9496495,-93.29723779999999,"1354 Lagoon Ave, Minneapolis, MN 55408, United States",4.4,428,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/114799292350163868634"">Origami Uptown</a>']]"
254,ChIJj1PZHQQo9ocRttU6_gcpomU,Taco Taxi,44.9482491,-93.25320540000001,"1511 E Lake St, Minneapolis, MN 55407, United States",4.3,655,1,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/100058791830811887107"">Seth Peake</a>']]"
255,ChIJdXBVYR8ts1IRQXsnCR0C8MQ,Blaze Pizza,44.97351,-93.22352800000002,"1000 Washington Ave SE, Minneapolis, MN 55414, United States",4.5,867,1,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/100970054065321914742"">Fred Chang</a>']]"
256,ChIJzeOJ_3Uts1IRDoLK83M8-r0,Eli's East,44.9912556,-93.2473972,"815 E Hennepin Ave, Minneapolis, MN 55413, United States",4.5,781,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/109794409313870583445"">Emery Thoresen</a>']]"
257,ChIJ2aqbnRYts1IRL3KELAgdCDY,Dipped & Debris,45.0128944,-93.24770029999999,"2422 Central Ave NE, Minneapolis, MN 55418, United States",4.8,229,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/109903388970486269348"">Ben Brausen</a>']]"
258,ChIJ2YgOL4Qys1IRLpCru_FGq3o,The Bachelor Farmer Cafe,44.985585,-93.269048,"200 N 1st St, Minneapolis, MN 55401, United States",4.6,340,2,https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,"[['<a href=""https://maps.google.com/maps/contrib/104868830060941808942"">A Google User</a>']]"
259,ChIJt2rc0Jsys1IROuEZzLmJs_E,Naf Naf Grill,44.97713,-93.26802909999999,"200 South 6th St, Minneapolis, MN 55402, United States",4.4,308,1,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/111405116646847659540"">Curtis Anderson</a>']]"
260,ChIJibe11v0n9ocRQBCHtYTSsXc,Taco Cat,44.9487134,-93.26046330000001,"920 E Lake St #118, Minneapolis, MN 55407, United States",4.5,263,1,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/108190339677752396804"">Alex Hatzenbuhler</a>']]"
261,ChIJI8G1mpcys1IRawIHq8S0z48,Dave's Downtown,44.97372439999999,-93.2715118,"SKYWAY LEVEL, 900 2nd Ave S #230, Minneapolis, MN 55402, United States",4.6,364,1,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/102359427530788298018"">Andrew Cortez</a>']]"
262,ChIJvfJfb0gts1IR6pJXoFPcg1k,Seward Cafe,44.9626393,-93.24115379999999,"2129 E Franklin Ave, Minneapolis, MN 55404, United States",4.5,536,1,https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,"[['<a href=""https://maps.google.com/maps/contrib/107361846169551902814"">Anna Andresen</a>']]"
263,ChIJC-dRCmQts1IR8U88OKebFPQ,Sea Change,44.9781482,-93.2557599,"806 S 2nd St, Minneapolis, MN 55415, United States",4.2,204,3,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/106961685722479687845"">Devin Fisher</a>']]"
264,ChIJc6weR7Mn9ocRiBRAjXtSJno,La Fresca,44.9162701,-93.2847262,"4750 Grand Ave S #5430, Minneapolis, MN 55419, United States",4.5,185,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/100726915532117426719"">B Johnson Photos Brenda Johnson</a>']]"
265,ChIJF_b_v9Ays1IRC5k5tgy2d9Y,Tao Organic Cafe + Herbery,44.9608148,-93.29330329999999,"2200 Hennepin Ave, Minneapolis, MN 55405, United States",4.4,125,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/114146710026770079778"">Tao Natural Foods</a>']]"
266,ChIJSyhN7nIts1IRTpQp-tSWOhk,Sphynx Cafe,44.9836925,-93.2433935,"813 SE 4th St, Minneapolis, MN 55414, United States",4.4,145,1,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/103125547094983738783"">Danny Glass</a>']]"
267,ChIJhdt0QF4n9ocRCqgMYAc1YBI,Burger Jones,44.948695,-93.31992,"Calhoun Village Shopping Center, 3200 W Lake St, Minneapolis, MN 55416, United States",4.3,869,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/111463293020426390874"">A Google User</a>']]"
268,ChIJOQgzM3gts1IRmaRE5Jn54O4,Ray J's American Grill,44.988916,-93.25292979999999,"500 Central Ave SE, Minneapolis, MN 55414, United States",4.4,1181,2,https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,"[['<a href=""https://maps.google.com/maps/contrib/112160163479547760606"">Ray J&#39;s American Grill</a>']]"
269,ChIJZxIuI1wn9ocRXgug77pws_E,My Burger,44.9464775,-93.32212439999999,"3100 Excelsior Blvd, Minneapolis, MN 55416, United States",4.5,508,1,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/107476160439032338361"">My Burger</a>']]"
270,ChIJwwe_spEys1IRGuzKUMZFCqo,Gluek's Restaurant & Bar,44.97930299999999,-93.274181,"16 N 6th St, Minneapolis, MN 55403, United States",4.4,957,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/114020344017426099793"">Gluek’s Restaurant and Bar</a>']]"
271,ChIJuXPlXNUys1IRVqZm3C0mkWw,Giordano's,44.9535603,-93.29791139999999,"2700 Hennepin Ave S, Minneapolis, MN 55408, United States",4.3,1128,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/102495966755796304043"">Robyn</a>']]"
272,ChIJORg3p4En9ocRFIofLeXB4rw,Hammer & Sickle,44.9494465,-93.296318,"1300 Lagoon Ave #150, Minneapolis, MN 55408, United States",4.4,400,2,https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,"[['<a href=""https://maps.google.com/maps/contrib/100850628322436640221"">Hammer &amp; Sickle</a>']]"
273,ChIJwyObfoIn9ocRGHn1rv9yi3Q,La La Homemade Ice Cream and Luncheonette,44.9450018,-93.2984388,"3146 Hennepin Ave, Minneapolis, MN 55408, United States",4.5,303,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/114691360695550115201"">La La Homemade Ice Cream</a>']]"
274,ChIJT3kE4j4us1IRBcOs5kxNHqc,Dong Yang Oriental Food,45.0502778,-93.25166670000002,"725 45th Ave NE, Hilltop, MN 55421, United States",4.3,514,2,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,"[['<a href=""https://maps.google.com/maps/contrib/106993890149672176658"">john rushing</a>']]"
275,ChIJv4qRVY8n9ocRWjCv9CvrDXI,Caffrey's Deli & Subs,44.94792899999999,-93.28851600000002,"3008 Lyndale Ave S, Minneapolis, MN 55408, United States",4.3,583,1,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,"[['<a href=""https://maps.google.com/maps/contrib/101570444445693076040"">Samuel Martínez</a>']]"
276,ChIJvU8f3M0ys1IREL4GG5TMl3k,Loon Deli,44.957176,-93.2875514,"2501 Lyndale Ave S, Minneapolis, MN 55405, United States",4.7,207,1,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,"[['<a href=""https://maps.google.com/maps/contrib/109127915671633173895"">A Google User</a>']]"
277,ChIJY7JX-_40s1IRkzpRfUQVgeM,Doolittles Woodfire Grill,44.9852031,-93.3797112,"550 Winnetka Ave N, Golden Valley, MN 55427, United States",4.4,1259,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/116225639387711419250"">Jonathan Clark</a>']]"
278,ChIJ0a_s_JQys1IRJVJXZa3t-0U,Dancing Ganesha,44.9743313,-93.27869439999999,"1100 Harmon Pl, Minneapolis, MN 55403, United States",4.1,640,2,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/111315872275231855207"">A Google User</a>']]"
279,ChIJl8sWlRgts1IRg_Htaw_7Gic,Korea Restaurant,44.9742992,-93.2267023,"211 SE Oak St 1st floor, Minneapolis, MN 55414, United States",4.4,408,1,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/111355183824430918433"">A Google User</a>']]"
280,ChIJL--SFZ8zs1IRKHpaL32yvQM,Fletcher's Ice Cream,45.0031123,-93.2709088,"1509 Marshall St NE, Minneapolis, MN 55413, United States",4.7,290,1,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,"[['<a href=""https://maps.google.com/maps/contrib/117404033996574886377"">A Google User</a>']]"
